topic,tweetid,text
syria,7.05E+17,"""Assad backs #Syria truce, accuses opposition of violations #President #Basharal-Assad https://t.co/6k1VrLjLKS https://t.co/0UVtmsq6SB """
syria,7.05E+17,"""#Syria Egypt Libya Yemen Iraq, Christian Genocide, #Hillary kills millions rolls over and goes back to sleep, @realDonaldTrump handle it """
syria,6.99E+17,"""He won't be though as #Turkey #US #Saudi plan to murder #Assad &amp; put #Puppet ruler in #Syria https://t.co/dYTSwI2R4L https://t.co/uTLmsgSxxy """
syria,7.05E+17,"""A heartwarming telling of the #Libya success story, model for #Syria and beyond via NYT. https://t.co/u63cx9Bc2D """
syria,7.05E+17,"""@HillaryClinton has blood all over her, the queen of global genocide.... #Syria, #Libya, #Ukraine....  https://t.co/1LjNO8o4yk """
syria,7.05E+17,"""#Syria terrible idea https://t.co/OrtGYV6b3h """
syria,7.05E+17,"""#Islamism,Muslim Brotherhood, #ISIS terrorists destroy perception of #Islamic culture,countries like #Syria,#Lybia,#Iraq. #Palmyra #Trump """
syria,7.05E+17,"""(IBD) Hillary once called Qadaffy dangerous but #Syria's Assad a ""reformer""?  https://t.co/WknbcpwnFm  - https://t.co/H7ZvsSRaxi 218 """
syria,7.05E+17,"""Would be interested in hearing #Trump response on what he thinks about Bashar Al Assad - should he stay in office ? #Syria """
syria,7.05E+17,"""Kerry to #Syria's Assad regime: 'Show some decency' #SecretaryofState #President... https://t.co/rUQdtFqcX3 https://t.co/KCRl6DwRkR """
syria,7.04E+17,"""FACT: #HillaryClinton's #ForeignPolicy enslaved #women in #Libya and #Syria and armed AlQaeda and #ISIS """
syria,7.05E+17,"""SCRAM SCUMBAGS: #Iran to withdraw all its troops from #Syria #President #Assad... https://t.co/E81oibMGij https://t.co/oaCEv0gAZo """
syria,7.05E+17,"""Rep Tulsi Gabbard, Veteran, Slams Clinton_Ñés Failed Foreign Policy Record in #Iraq #Libya #Syria #ImWithHer #HRC  https://t.co/08xJceMjEy """
syria,7.05E+17,"""#Christian Activist Hadeel Kouki Speaks about #Syria https://t.co/UZIUSwwpZN   #Leeds #tcot #GOP #London #Paris """
syria,7.05E+17,"""Defected syria General: ""I Was Ordered To Use Chemical Weapons"" https://t.co/g7RSp373az  #AvecLesSyriens #tcot #AssadCrimes #Syria #GOP """
syria,7.05E+17,"""(IBD) Hillary once called Qadaffy dangerous but #Syria's Assad a ""reformer""?  https://t.co/NzTlhHES6Z  - https://t.co/rvnOJyBZNR 219 """
syria,7.05E+17,"""(IBD) Hillary once called Qadaffy dangerous but #Syria's Bashar Assad a ""reformer""?  https://t.co/E3bvOhEZ1j  https://t.co/O6IYAiu4k9 """
syria,7.05E+17,"""#Farrakhan warns of the evil of Hilary Clinton: ""The refugees fleeing out of #Syria,The refugees_Ñ_ https://t.co/rjCIcp4y0x """
syria,7.05E+17,"""#ClintonSanders have the same agressive foreign policy towards Russia: Sanders even said he would support a Saudi agression on #Syria. """
syria,7.05E+17,"""The Truth About the Syria Ceasefire https://t.co/0xF2QhmRT7 via @YouTube #Syria #Trump """
syria,7.04E+17,"""gerfingerpoken2: (IBD) Hillary once called Qadaffy dangerous but #Syria's Bashar Assad a ""reformer""?  https://t.co/YUESrMN4jF  _Ñ_ """
syria,7.04E+17,"""(IBD) Hillary once called Qadaffy dangerous but #Syria's Assad a ""reformer""?  https://t.co/E3bvOhEZ1j  - https://t.co/SIqmeXFUfN 218 """
syria,7.04E+17,"""@nytimes what a disgusting pro-Clinton article. Didn't even mention her involvement in the rat line shipping these weapons to #Syria. """
syria,7.04E+17,"""@AlbekKenAlaym on outside TIG ) Mark we made it out of #Libya ended up in #Syria if ppl think #racist comments more important we screwed """
syria,7.04E+17,"""A bill sponsored by New Jersey Republican Chris Smith, calls for an investigation into war crimes in #Syria &amp; the establishment of a war """
syria,7.05E+17,"""@HillaryClinton @realDonaldTrump #Israel prefer using #biologicalweapons 2 exterminate #syria as done back in 1973 https://t.co/pgLNTrp3x6 """
syria,6.52E+17,"""#Trump knows. #realdonaldtrump 80% of #syria coming into central Europe are fighting age males. 18-45 years of age. #MakeAmericaGreatAgain """
syria,7.05E+17,"""Why R #Liberals #forcing #importing #syria #Muslims that will #rape #SexuallyAssault #Kill our #women? #Trump2016  https://t.co/PbWmAhapT0 """
syria,7.05E+17,"""Why R #Liberals #forcing #US 2 accept #syria #Muslims that will #SexuallyAssault #Kill our #women &amp; #Girls? #Trump https://t.co/ClTVubSdAN """
syria,7.05E+17,"""Why R #Progressives #forcing #US to accepting #syria #Muslims that will #SexuallyAssault #Kill our #women &amp; #Girls? https://t.co/SQR1EnQrVF """
syria,7.05E+17,"""The #syria spaceman who became a refugee #Hafezal-Assad #President #MuhammedFaris... https://t.co/WzoQPLoWzb https://t.co/iKugqq0xxp """
syria,7.05E+17,"""#Canada just welcomed 25k #syria #refugees. Can't they also take @tedcruz back?;-) #TedCruz #GOP #immigrant #racist #epicfail """
syria,7.05E+17,"""Why R #Progressives #forcing #US to accepting #syria #Muslims that will #SexuallyAssault #Kill our #women &amp; #Girls? https://t.co/TXbV1x0suN """
syria,6.42E+17,"""Trump is right about #syria refugees: http://t.co/PgfPHIqA8A #tcot #conservatives #ccot """
syria,7.05E+17,"""#syria Americans are volunteering in #SuperTuesday for @HillaryClinton! She is the best for foreign policy. https://t.co/10KUCN3m3G """
syria,7.05E+17,"""These 47 Democrats Just Voted to Reject #syria #Refugees tho the process is already so restrictive #WelcomeRefugees https://t.co/i4oHrABANn """
syria,7.05E+17,"""#Obama &amp; #GOP Establishment wants increase of #syria #rapefugees.  https://t.co/90D9qVgFxt https://t.co/NYm6RpODxP """
syria,7.01E+17,"""#satchat #MorningBrief -Marginalized saboteur of #syria peace efforts :#HillaryClinton_Ñés creature Jeffrey Feltman https://t.co/pHNPUZD5nD """
syria,7.05E+17,"""I think these #Attack #AdS on #Trump are #Helping not #Hurting his #Campaign #SuperTuesday #Vote #Heart #Save #syria #Refugees #Wethepeople """
syria,7.04E+17,"""https://t.co/0okhMgnfkp #Obama Compares #syria to #Pilgrims on the Mayflower https://t.co/ZZPL4XmaRm _Ñ_ """
syria,7.05E+17,"""Trump About You #TheRealDonaldTrump #ISIS #syria Watch https://t.co/j58e8aacrE @RealDonaldTrump https://t.co/n5MguBHbXO """
syria,7.05E+17,"""#Hillary/#Obama We don't need anymore #criminal #rapists &amp; #murderers in our #country! #SayNo to #syria https://t.co/R8M01sxh5S """
syria,7.05E+17,"""#Libs #Obama-#Hillary want 2 #import #Muslim #syria, that R #Raping &amp; #Killing #Women/#Girls across #Europe https://t.co/GP41wJ6GEg """
syria,7.05E+17,"""Dutch find 10 syria war crimes suspects among asylum seekers https://t.co/KAFsIAY33h #Syria #Netherlands #syria """
syria,7.05E+17,"""Judge Blocks GOP Indiana Gov Anti-Refugee Order https://t.co/mQj80pRgIw via @thedailybeast #refugeecrisis #syria """
syria,7.05E+17,"""Me #TheRealDonaldTrump #ISIS #syria Watch https://t.co/j58e8aacrE @trump #tcot https://t.co/tQihKrpYgJ """
syria,7.00E+17,"""Isn't the GOP tired of fear-mongering lies about #syria? #SamanthaBee certainly is https://t.co/RiW9YkM9Zu https://t.co/IMl7N8K9om """
syria,7.04E+17,"""#TexasPrimary #Vote Trump He is STONG on: immigration, national security &amp; job! #LegalImmigration #BuildTheWall #syria #Carrier _ª___ª_ô """
torture,7.05E+17,"""#SuperTuesday #USA if you #vote #Trump it #promotes #torture, #warcrimes, #violating #humanrights, breaching #domestic &amp; #international #law """
torture,7.05E+17,"""@SenSasse has no problems with #torture, illegal wars and communist bail-out of #WallStreet but now he's a moralist? https://t.co/tpnX43gZKJ """
torture,7.05E+17,"""Former #Guantanamo head no show in French court investigating #torture; arrest warrant will be issued. https://t.co/UZu2FR7XTB """
torture,7.05E+17,"""ABC: What #Trump doesn't know. #Torture is illegal. Left out most important law, UN Convention against Torture. https://t.co/gYQlSse6LU """
torture,7.05E+17,"""Newspaper for US military publishes article on how Trump's proposals for #torture in investigations would be illegal https://t.co/75thqGJyVN """
torture,7.05E+17,"""CAN THEY DO THAT? Trump favors #torture that's illegal | PhillyVoice | #HIG #interrogation   https://t.co/vOQJBZvMEh """
torture,7.05E+17,"""Former #CIA Director: Military May Refuse to Follow #Trump_Ñés Orders if he Becomes President. #torture #CAT https://t.co/oqTW1bUdNx """
torture,7.05E+17,"""Trump favors #torture that's #illegal - Feb 29 @ 9:56 PM ET  https://t.co/sn8joGNug0 """
torture,7.04E+17,"""Will the Military Obey President Trump_Ñés Orders? https://t.co/l2bcYSOiuv  #trump #military #torture #USelection2016 """
torture,7.04E+17,"""In another words, has Trump at anytime suffered from #Torture to be able to say ""I'm not crazy"" @washingtonpost @guardian @CNN @YahooNews """
torture,7.05E+17,"""@SenSasse has no problems with #torture, illegal wars and communist bail-out of #WallStreet but now he's a moralist? https://t.co/tpnX43gZKJ """
torture,7.05E+17,"""Former #Guantanamo head no show in French court investigating #torture; arrest warrant will be issued. https://t.co/UZu2FR7XTB """
torture,7.05E+17,"""ABC: What #Trump doesn't know. #Torture is illegal. Left out most important law, UN Convention against Torture. https://t.co/gYQlSse6LU """
torture,7.05E+17,"""Newspaper for US military publishes article on how Trump's proposals for #torture in investigations would be illegal https://t.co/75thqGJyVN """
torture,7.05E+17,"""CAN THEY DO THAT? Trump favors #torture that's illegal | PhillyVoice | #HIG #interrogation   https://t.co/vOQJBZvMEh """
torture,7.05E+17,"""Former #CIA Director: Military May Refuse to Follow #Trump‰Ûªs Orders if he Becomes President. #torture #CAT https://t.co/oqTW1bUdNx """
torture,7.05E+17,"""Trump favors #torture that's #illegal - Feb 29 @ 9:56 PM ET  https://t.co/sn8joGNug0 """
torture,7.04E+17,"""In another words, has Trump at anytime suffered from #Torture to be able to say ""I'm not crazy"" @washingtonpost @guardian @CNN @YahooNews """
torture,7.05E+17,"""Newspaper for US military publishes article on how Trump's proposals for #torture in investigations would be illegal https://t.co/75thqGJyVN """
torture,7.05E+17,"""Mike #hayden  reputation laundering: pretending he's against #torture and killing families (like #drones do) https://t.co/8T94Q9mG45 """
torture,7.05E+17,"""#Torture, just another item on the table, a mere tool, a bargaining chip. Nothing really.  https://t.co/9dVm7oFCFP """
torture,7.05E+17,"""Reminder: #Trump still supports #torture and #WarCrimes (he has advocated for purposely killing civilian family members of our enemies. """
torture,7.05E+17,"""""His embrace of the expansive use of torture is inexcusable."" https://t.co/hxC0btvxr9 Foreign policy experts on Donald Trump #torture """
torture,7.05E+17,"""To me, any use of #torture is inexcusable - why restrict it to ""expansive use""? @DanDrezner @KoriSchake @MaxBoot  https://t.co/vruwhd38JC """
torture,7.05E+17,"""Powerful video against #torture https://t.co/MOJGswj5n0 """
torture,7.06E+17,"""Did Darrell Issa really just compare the closing of Guantanamo Bay to ordering torture? #darrellissa #GOP #Trump2016 #torture """
torture,7.06E+17,"""But @realDonaldTrump would still commit international law violations through waterboarding. #torture https://t.co/KBUQ85vPLT """
torture,7.06E+17,"""With the spectre of a strongman #Trump, this is analysis of #torture is timely. https://t.co/DnfAyqbO5e """
torture,7.06E+17,"""Global Military Justice Reform: Torture and Mr. Trump https://t.co/b4lOh3ILUb #torture #trump #ucmj #militaryjustice """
torture,7.06E+17,"""Not only does #torture not work in getting useful #intel, it's illegal, immoral, and damages the torturer. #warcrime https://t.co/qVtOr1shBZ """
torture,7.06E+17,"""Instead of waterboarding just make ISIS members sit in a car with #TedCruz. #RealTorture """
torture,7.06E+17,"""Torture is practiced in many U.S prisons and jails #GOPdebate #Stoptorture #BernieSanders #yep #prison #jail #thatsucks """
veterans,7.05E+17,"""Why #Veterans Must #Oppose Trump https://t.co/zau0HX7xDA via SHOP https://t.co/jXM31lTuV7 #supertuesday #DonaldTrump """
veterans,7.05E+17,"""Why #Veterans Must #Oppose #Trump https://t.co/PsmA3waI85 via SHOP https://t.co/jXM31lTuV7 #supertuesday #DonaldTrump """
veterans,7.05E+17,"""Tiny nonprofit #veterans charity turns down $100,000 bribe to be props at #Trump rally... https://t.co/8zvu4bWILF #SuperTuesday #NeverTrump """
veterans,7.05E+17,"""_ª___ª_ô_ª___ª_ô_ª___ª_ô#Trump is the only one who is on the #Veterans side. He will make them a priority &amp; fix the Va. #SECPrimary _ª___ª_ô https://t.co/FzSwTcuwqG """
veterans,7.05E+17,"""Why #Veterans Must Oppose #Trump https://t.co/peZibobtiL via NRO _ª___ª_ô #ChooseCruz @tedcruz #SecPrimary #CruzCrew  #NeverTrump #2A #military """
veterans,7.05E+17,"""Jeff Ruby banned Donald Trump from his steakhouse https://t.co/LJL3rpsW38 #Veterans #SECPrimary #CruzCrew #VeteransForTrump #veteransmatter """
veterans,7.05E+17,"""YES! #Veterans FOR TRUMP!  THIS #VETERAN IS FOR @realDonaldTrump #Trump4Vets #Trump4America   REBUILD OUR MILITARY! https://t.co/W97ZWeDpQq """
veterans,7.05E+17,"""Never Forget she lied,  then covered it up.  @HillaryClinton   #Veterans #SuperTuesday  VOTE #Trump2016 https://t.co/sLtoMkdGng """
veterans,7.05E+17,"""Jobs 4 #Veterans Trump Your Safety  #realdonaldtrump #VoteTrump2016 #TrumpTrain https://t.co/j58e8aacrE #military https://t.co/BWLtgNJJOF """
veterans,7.05E+17,"""Help these folks out.  Please follow.  #Veterans #VietnamVets #Military https://t.co/aOxOyNWO1l """
veterans,7.05E+17,"""#Veterans #Military do NOT be fooled! Stick with #TrusTED  https://t.co/BYEfDimQx1 """
veterans,7.05E+17,"""Did Hillary deploy Airborne troops in Nevada to knock on doors and Get the Word Out? #Veterans #ImWithHer &gt;&gt;&gt; https://t.co/FF0Ojvk1JT """
veterans,7.05E+17,"""We do not need to take care of our #Veterans on the backs of other vulnerable groups. Just...no. #pleaseleave  https://t.co/ABpVl85gtt """
veterans,7.05E+17,"""Donald Trump | Veterans &amp; Wounded Warriors #Trump2016 #TrumpTrain #MakeAmericaGreatAgain #Veterans  https://t.co/MlzKwtsayR """
veterans,7.05E+17,"""#Veterans #ForTrump In case you have never seen the inside of #HairForceOne | https://t.co/5uxFYEV8SI """
veterans,7.05E+17,"""#Cruz &amp; #Rubio offended that #Trump said he wouldn't let Americans die in the streets (Like what we do to #veterans right now) #SuperTuesday """
veterans,7.05E+17,"""@Iozia5 I'll bet those #Veterans #Trump business kicked off his street, still remembers him too!_ª_Ó_ªÉ_ """
veterans,7.05E+17,"""WHY??_ªÉŒNot 1 #Media Reporter has asked about the Funds ...#Trump has or where is the money_ªêç_ªêµ raised for #Veterans  https://t.co/DhbWg4mgYL """
veterans,7.05E+17,"""The Next President's Military https://t.co/8IsFBW6tkx #veterans  #supertuesday """
veterans,6.95E+17,"""#veterans agree w/ @HillaryClinton &amp; @SenSanders against #VA privatization! See our @votevets poll https://t.co/ITjJjmhLAI #DemDebate """
veterans,6.96E+17,"""My new article @huffpost: When It Comes To #Veterans Care, @HillaryClinton , @SenSanders , and @maddow Get It https://t.co/YANf5YsJYk """
veterans,7.05E+17,"""No one is a stronger fighter for #veterans than @BernieSanders. Join veteran champ @TulsiGabbard, former DNC... https://t.co/Tm44Yx97Jz """
veterans,7.05E+17,"""#veterans Where the Presidential Candidates Stand on Veterans_Ñé Health Issues - Veterans Today https://t.co/hpRBtqeVSj """
veterans,7.05E+17,"""#SuperTuesday #Veterans: Who has your back? Vote #BernieSanders - not #ImWithHer or #GOP. Bernie CAN'T be bought! https://t.co/mMTJPnp9jE """
veterans,7.05E+17,"""LOOKS LIKE ALL #VETERANS LINING UP TO #VOTE4DON @realDonaldTrump  @tedcruz WILL LOSE  @marcorubio GETTING DESPERATE https://t.co/JR2WT41yy3 """
veterans,7.05E+17,"""#Veterans group asks #DonaldTrump for donations, instead they get spammed with emails asking for their support for. https://t.co/ogs2CzERwt """
veterans,7.05E+17,"""@realDonaldTrump @tedcruz If you want to help our #Veterans there is no better place to start. #Horses save lives! https://t.co/b1GczyREBR """
veterans,7.05E+17,"""Where the Presidential Candidates Stand on #Veterans_Ñé Health Issues - Veterans Today: At 23 million strong,_Ñ_ https://t.co/eHBdcj0aQj """
veterans,6.84E+17,"""#vets, lets band together for a common goal. Retweet and follow to stop #trump in his tracks.  #Vets_Against_Trump #veterans """
veterans,7.05E+17,"""If you don't want our soldiers being dumped into yet more pointless wars we can't pay for then #VoteBlue #Veterans @HillaryClinton #Bernie """
veterans,7.05E+17,"""Bernie Sanders in MA last eve: ""Americans don't want a Pres. who insults... #veterans like John McCain."" @Vets4Bernie #FeelTheBern """
veterans,7.05E+17,"""133 Republicans sponsor #HR969 supporting #veterans while #MN02 John Kline stays silent  https://t.co/SHYKtbWHIX https://t.co/Pb3dHM9vQa """
veterans,7.05E+17,"""#Veterans for Trump  https://t.co/ysb6kQoLCj """
veterans,7.05E+17,"""Hillary Clinton has a plan for our #Veterans ... #p2 #MNCaucus #mnleg #FeelTheBern  #SuperTuesday https://t.co/kzG6wurAEc """
veterans,7.05E+17,"""@dj_burek Point is I served, sacrificed, fought &amp; bled for 15 years. Not interested in Trump 5 time coward draft dodger that uses #Veterans """
veterans,7.05E+17,"""Jobs 4 #Veterans Trump Your Safety  #realdonaldtrump #VoteTrump2016 #TrumpTrain https://t.co/j58e8aacrE #military https://t.co/wgY3NIM7CX """
veterans,7.05E+17,"""@JudgeMoroz @AMeansstotheend @realDonaldTrump  Where's the $ for #Veterans  https://t.co/qSnTGBAP5j """
veterans,7.05E+17,"""Retweeted The Vicious Babushka (@viciousbabushka):  If #GOP cares so much about #veterans why do they always vote... https://t.co/VsOpx5REII """
veterans,7.05E+17,""".@ananavarro Why is it that I ask &amp; ask where the $6,000,000 #trump raised 4 #Veterans went I get no answer ? Can you help ? Plz &amp; TY """
veterans,7.05E+17,"""@berniesanders_1 @HillaryClinton There are a lot of #veterans who could get some PTSD relief from marijuana. Now, they risk arrest &amp; record. """
veterans,7.04E+17,"""#Veterans know who would make the best commander-in-chief. Way to go @TulsiGabbard #VeteransForBernie  https://t.co/NIQ0y8QIzZ """
veterans,6.82E+17,"""Hillary so out of touch stating #Veterans satisfied with non-existent healthcare. #VETSVOTE https://t.co/WRlMrL2kke """
veterans,6.97E+17,"""Over 300,000 veterans died waiting for care at the VA. THIS MUST STOP!! - Donald J Trump #vets #Veterans #Vietnam #PersianGulf #marine """
veterans,7.05E+17,"""Guess which one of these Republicans actually served in the military #tcot #UniteBlue #veterans https://t.co/4uvu8R7mwF """
veterans,7.05E+17,"""If #GOP cares so much about #veterans why do they always vote against veterans benefits? #tcot #UniteBlue https://t.co/0Y1D4NiAkS """
veterans,7.05E+17,"""GOP has no respect for our brave #Veterans.  #tcot #UniteBlue https://t.co/FtxmjvbRj1 """
veterans,7.05E+17,"""#Veterans for Trump  https://t.co/ofnO3rGTbK """
veterans,7.05E+17,"""If you want to #StandWithOurMilitary and #Veterans DO RIGHT BY THEM #VoteBernieSanders on #SuperTuesday https://t.co/FZfIe3fKDq """
veterans,7.05E+17,"""@The_book_girl Who wants #Hillary sending their kids to war?  #Morningjoe #FeelTheBern #BernieSanders #occupy #veterans #uniteblue #topprog """
veterans,7.05E+17,"""#Veterans are treated WORSE than third class citizens, more like livestock waiting for slaughter #VA #Military #GOP #Democrats #Trump2016 """
veterans,7.05E+17,"""Hillary loves us and has a plan for our #Veterans .... #p2 #MNCaucus #mnleg #FeelTheBern https://t.co/kzG6wurAEc """
veterans,7.05E+17,"""Yeah, she's talking about us.#Veterans #Citizens #Militia #NRA #2A  https://t.co/v5WEOzgOCh """
veterans,7.05E+17,"""#HillaryClinton America is Not Great When  its #Veterans to Die Waiting for the VA  but Want Taxpayers to pay for Illegals HealthCare """
veterans,7.05E+17,"""#Veterans #veteransmatter @DeptVetAffairs @VAVetBenefits @veteransunited @Veteran4Trump #Trump will take care of USA https://t.co/d9Lpmvt8o1 """
veterans,7.05E+17,"""How @BernieSanders Fought for Our #Veterans https://t.co/2eB8vOFVUt """
veterans,7.05E+17,"""Fellow Texans I'm a #military family _ª___ª_ô #Veterans #MilitaryMonday  #SECPrimary #Texas #Primary #Va #FL #Ga #Trump _ª___ª_ô https://t.co/aWk4vQRPs8 """
veterans,7.05E+17,"""@realDonaldTrump supports #Veterans Vote Trump in Texas. #latinos #Cruz #rubio #GOPDebate #SuperTuesday #FoxNews #florida #ohio #USArmy #CNN """
veterans,7.05E+17,"""Not 1 #Media Reporter has asked about the Funds ...#Trump has or where is the money_ªêç_ªêµ raised for #Veterans  https://t.co/DhbWg4mgYL """
veterans,7.05E+17,"""Spare me #Veterans who support a draft dodger who insults a POW, mocks a disabled journalist &amp; insults his way to the top! #NeverTrump @GOP """
veterans,7.05E+17,"""@SenSanders https://t.co/55f7lYnyXt  please spread the word to anyone or organization that might be able to help #art #army #veterans """
veterans,7.05E+17,"""Please Vote For our #veterans ! #SuperMonday #SuperTuesday #FeelTheBern #NotMeUs https://t.co/X1AodcQN7a """
veterans,7.05E+17,"""Hillary loves us and has a plan for our #Veterans ... #p2 #MNCaucus #mnleg #FeelTheBern https://t.co/kzG6wurAEc """
veterans,7.05E+17,"""Educated guess: most #military &amp; #veterans don't want #Hillary as Commander in Chief #copolitics #ImWithHer #pjnet https://t.co/W0MNvl4TLV """
veterans,7.05E+17,"""#MNCaucus Hillary's endless war costs! #p2 #FeelTheBern #Veterans #waronwomen https://t.co/MYgJrXUldF """
veterans,7.05E+17,"""Even #Veterans are on to #drumpf #NeverTrump #MakeDonaldDrumpfAgain #SuperTuesday https://t.co/44Y3OpyNSX """
veterans,7.05E+17,"""We can't trust Hillary with our #Veterans  #p2 #MNCaucus #mnleg #FeelTheBern https://t.co/kzG6wurAEc """
veterans,7.05E+17,"""#Bernie IS a #Revolution of #Compassion for #veterans,#workers ,#students &amp; #minorities! #GOVOTE on #SuperTuesday!!! https://t.co/KZJWssHkdS """
veterans,7.05E+17,"""SHAME ON ANYONE who attempts to deny #Veterans their right to free speech!  You should be cannon fodder for ISIS!  https://t.co/HsZ1gKro4G """
veterans,7.05E+17,"""@HillaryClinton https://t.co/55f7lYnyXt  please spread the word to anyone or organization might be able to help #art #army #veterans """
veterans,7.05E+17,"""#DNC official resigns to endorse @BernieSanders https://t.co/Qk9xcVnjC7 Thank You @TulsiPress @TheLastWord #veterans https://t.co/l255EvuWgI """
veterans,7.04E+17,"""Donald Trump Platform on #Veterans https://t.co/mzVFMBsY8h #VettTheCandidates #RedNationRising """
veterans,7.04E+17,"""Ted Cruz Position On #Veterans https://t.co/Y5NrPcPRPc #VettTheCandidates #RedNationRising """
zika,7.05E+17,"""@statnews Congress holding hring 2morrow re #Zika &amp; #POTUS ask for $1.8B - my plea: https://t.co/ywyt2Q2DAx https://t.co/dUazusr4D3 """
zika,7.05E+17,"""@deborahblum Congress holding hring 2morrow re #Zika &amp; #POTUS ask for $1.8B - my plea: https://t.co/ywyt2Q2DAx https://t.co/FfaXddGnmL """
zika,7.05E+17,"""@neiltyson Congress holding hring 2morrow re #Zika &amp; #POTUS ask for $1.8B - my plea: https://t.co/ywyt2Q2DAx https://t.co/txGdcFZBTZ """
zika,7.05E+17,"""@davemarashKSFR Congress holding hring 2morrow re #Zika &amp; #POTUS ask for $1.8B - my plea: https://t.co/ywyt2Q2DAx https://t.co/2bGrmezj8R """
zika,7.05E+17,"""@ZoonoticDisease Congress holding hring 2morrow re #Zika &amp; #POTUS ask for $1.8B - my plea: https://t.co/ywyt2Q2DAx https://t.co/qoR9Wu1pdy """
zika,7.05E+17,"""@JimKim_WBG Congress holding hring 2morrow re #Zika &amp; #POTUS ask for $1.8B - my plea: https://t.co/ywyt2Q2DAx https://t.co/G6WlzARK8D """
zika,7.05E+17,"""@StarTalkRadio Congress holding hring 2morrow re #Zika &amp; #POTUS ask for $1.8B - my plea: https://t.co/ywyt2Q2DAx https://t.co/XwmseTEJeA """
zika,7.05E+17,"""@TheLavinAgency New: #GOP PLS don't rob #Ebola funds 2 deal w/#Zika : Give #POTUS  $1.8 B https://t.co/ywyt2Q2DAx _Ñ_ https://t.co/IwVusL3but """
zika,7.04E+17,"""As the situation in #PuertoRico with the #Zika virus gets worse, @POTUS tries to get Congress to help. https://t.co/ZzDl5Go5Jv """
zika,7.04E+17,"""Urge Congress to help women &amp; families in countries affected by #Zika access #repro &amp; maternal health care. Sign on__ê https://t.co/ns5mhN8iVR """
zika,7.04E+17,"""As the situation in #PuertoRico with the #Zika virus gets worse, @POTUS tries to get Congress to help. https://t.co/ZzDl5Go5Jv """
zika,7.04E+17,"""Urge Congress to help women &amp; families in countries affected by #Zika access #repro &amp; maternal health care. Sign on‰ Õ https://t.co/ns5mhN8iVR """
zika,7.04E+17,"""Urge Congress to help women &amp; families in countries affected by #Zika access #repro &amp; maternal health care. Sign on‰ Õ https://t.co/ns5mhN8iVR """
zika,7.05E+17,"""Republicans Are Wrong: We Shouldn't Use Ebola Funds to Fight Zika Virus - U.S. News &amp; World R... https://t.co/59L2q5Y75L #zikavirus #zikv """
zika,7.05E+17,"""@VoteTexas Republican party should offer bug spray for voting in fulshear #zikavirus """
zika,7.05E+17,"""Concerned to see that #ZikaVirus mosquitos are closing in on the US. Wonder if #Trump will build a wall to keep them out...? """
zika,7.05E+17,"""Study links Zika virus to temporary paralysis - Fox News https://t.co/72qmKwCJe5 #zikavirus #zikv """
zika,7.06E+17,"""Great to see the White House for taking a strong stand against #Zika: https://t.co/jZZ3JeY1pO """
zika,7.06E+17,"""Proud of the White House for taking a strong stand against #Zika: https://t.co/jZZ3JffChm """
zikavirus,7.05E+17,"""Republicans Are Wrong: We Shouldn't Use Ebola Funds to Fight Zika Virus - U.S. News &amp; World R... https://t.co/59L2q5Y75L #zikavirus #zikv """
zikavirus,7.05E+17,"""@VoteTexas Republican party should offer bug spray for voting in fulshear #zikavirus """
zikavirus,7.05E+17,"""Concerned to see that #ZikaVirus mosquitos are closing in on the US. Wonder if #Trump will build a wall to keep them out...? """
zikavirus,7.05E+17,"""Study links Zika virus to temporary paralysis - Fox News https://t.co/72qmKwCJe5 #zikavirus #zikv """
zikavirus,7.05E+17,"""- continued - the #Trump campaign and @KateWFMJ is headed to Columbus to cover a #ZikaVirus conference. More throughout the day. """
zikavirus,7.05E+17,"""- continued - #Trump visit and @KateWFMJ is headed to Columbus to cover a #ZikaVirus conference. """
zikavirus,7.05E+17,"""Republicans Are Wrong: We Shouldn't Use Ebola Funds to Fight Zika Virus - U.S. News &amp; World R... https://t.co/59L2q5Y75L #zikavirus #zikv """
zikavirus,7.05E+17,"""@VoteTexas Republican party should offer bug spray for voting in fulshear #zikavirus """
zikavirus,7.05E+17,"""Concerned to see that #ZikaVirus mosquitos are closing in on the US. Wonder if #Trump will build a wall to keep them out...? """
zikavirus,7.05E+17,"""Study links Zika virus to temporary paralysis - Fox News https://t.co/72qmKwCJe5 #zikavirus #zikv """
zikavirus,7.05E+17,"""- continued - the #Trump campaign and @KateWFMJ is headed to Columbus to cover a #ZikaVirus conference. More throughout the day. """
zikavirus,7.05E+17,"""- continued - #Trump visit and @KateWFMJ is headed to Columbus to cover a #ZikaVirus conference. """
deathpenalty,,"""""Once in office, Bill Clinton made 60 new crimes eligible for the death penalty..."" https://t.co/5dIv0idIoS #FuckTheClintons #NoDeathPenalty """
deathpenalty,,"""#tbt 1989 ‰_Á Trump wants the #deathpenalty for teenagers! You can't #bringback the dead! #centralpark5 #DNA #NYC https://t.co/M5iAXO85jm """
deathpenalty,,"""#Utah State @SenatorSteveU now sees #deathpenalty as inefficient, costly, &amp; wrong. https://t.co/7tKTsb1ide @DPInfoCtr @CCATDP @CPAC """
deathpenalty,,"""NEW VOICES: Republican Former #DeathPenalty Supporter Leads Repeal Effort in #Utah. https://t.co/snij6i5aIu """
