,hashtag,count,candidate,sentiment
2252,nomoreclintons,1096,clinton,
2256,clintoncrimefamily,1096,clinton,
2268,trumpassets,1090,trump,
2282,revolutionbern,1076,bern,
2292,trumpkkk,1073,trump,
2297,scformarco,1072,marco,pos
2305,trumptrainwreck,1066,trump,pos
2317,bernieintulsa,1059,bern,
2318,trumphair,1057,trump,
2322,sc4bernie,1056,bern,pos
2324,bernieinvegas,1055,bern,
2327,trumpsucks,1051,trump,
2328,trumpwall,1050,trump,
2344,nh4trump,1039,trump,pos
2366,trumplandslide,1030,trump,
2380,thetrumptrain,1023,trump,pos
2387,trumpvotersmatter,1019,trump,pos
2393,trumpwins,1012,trump,pos
2396,phonebankforbernie,1010,bern,pos
2403,cruzcontrol,1006,cruz,
2406,ppact4hillary,1005,hillary,pos
2412,trumpeffect,1000,trump,
2413,onebernie,1000,bern,
2439,trumpga,988,trump,
2440,trumptx,987,trump,
2452,rubiobot,978,rubio,
2453,drugtestrubio,977,rubio,
2454,voteforhillary,976,hillary,pos
2462,arresthillary,973,hillary,
2468,rubiolies,970,rubio,
2470,trumprespondstocruz,969,cruz,
2474,rubiovscruz,967,rubio,
2502,whyimnotvotingforhillary,953,hillary,neg
2507,teambernie,951,bern,pos
2517,hillarylogic,947,hillary,
2522,caucustrumpnv,945,trump,
2529,cruzmentum,943,cruz,
2542,bernieblowout,939,bern,
2559,millenialsforhillary,928,hillary,pos
2562,trumpquotes,925,trump,
2572,hillaryrodhamclinton,920,clinton,
2577,threewordberniestory,919,bern,
2578,clintoncrimecartel,919,clinton,
2580,trump4america,916,trump,pos
2585,veteransagainsttrump,912,trump,
2592,bernieinmi,909,bern,
2602,whyisupportbernie,906,bern,
2621,fuelthebern,899,bern,
2629,hillaryfornc,895,hillary,pos
2634,withcruzyoulose,893,cruz,
2641,feministsforbernie,892,bern,pos
2643,dontbernmebro,891,bern,
2655,witchhillary,887,hillary,
2662,bernieisonfire,884,bern,
2663,superbernie,884,bern,
2669,berniewho,882,bern,
2672,justonebernie,881,bern,
2674,libertariansforcruz,881,cruz,pos
2678,gotberniesback,879,bern,
2684,berniebrainfarts,876,bern,
2687,standwithtrump,875,trump,pos
2688,giveuprubio,875,rubio,
2692,whyisupporttrump,874,trump,
2694,vivaberniesanders,873,sanders,
2703,cruzmissle,870,cruz,
2704,hillaryplant,870,hillary,
2707,hillarybros,868,hillary,
2727,boycotttrump,862,trump,neg
2741,trumpfacts,855,trump,
2742,trumptaxes,855,trump,
2746,bernnotice,849,bern,neg
2750,bernieintampa,847,bern,
2754,trumpforvets,846,trump,pos
2760,trumpisachump,842,trump,
2761,berniesandwiches,842,bern,
2771,bernout,837,bern,
2780,tedbushie,833,bush,
2788,saynototrump,829,trump,neg
2799,berniebot,824,bern,
2805,asiansfortrump,821,trump,pos
2807,stophatedumptrump,821,trump,neg
2817,trumpwinnh,817,trump,pos
2821,kasichcan,815,kasich,
2833,bernieforpresident,810,bern,pos
2835,rubio4rent,809,rubio,pos
2845,bethebern,807,bern,
2851,trumpcult,805,trump,
2854,blackberners,804,bern,
2864,vetsforbernie,801,bern,pos
2867,ifdonaldtrumpispresident,800,trump,
2869,cruznews,799,cruz,
2912,wearetrump,784,trump,
2916,trumpvote16,783,trump,pos
2938,presidentsanders,775,sanders,
2944,bernietsunami,773,bern,
2947,cruzorlose,772,cruz,
2948,rubiodropout,772,rubio,neg
2956,trumpstrong,770,trump,
2959,losertrump,769,trump,neg
2960,trumpwatch,769,trump,
2967,whatistrumphiding,764,trump,
2972,neverkasich,763,kasich,neg
2973,berninsane,763,bern,
2977,jebmentum,760,jeb,
2983,christieface,758,christie,
2989,votebernie2016,753,bern,pos
2990,603forhillary,753,hillary,pos
2993,donaldjtrump,752,trump,
3020,bernersunited,741,bern,pos
3048,gohillary,731,hillary,
3060,trumpusa,728,trump,
3080,clintonkid,720,clinton,
3082,weneedbernie,720,bern,
3085,trumpevent,719,trump,
3089,bushcrimefamily,719,bush,
3101,nobernie,714,bern,
3109,dropoutkasich,713,kasich,neg
3110,bernvictim,713,bern,
3116,neilbush,710,bush,
3135,dropoutrubio,706,rubio,neg
3139,endorsebernie,705,bern,
3142,trumpathon,704,trump,
3145,narcorubio,704,rubio,
3151,daystotrump,702,trump,
3159,bros4hillary,699,hillary,pos
3162,trump4president,698,trump,pos
3163,rejectrubio,698,rubio,
3168,voterubio,696,rubio,pos
3173,bushman,695,bush,
3194,cruz45,690,cruz,pos
3197,supertrumpday,689,trump,
3204,bernieoath,688,bern,
3217,rubiocrimespree,684,rubio,
3220,trumpfraud,684,trump,neg
3225,caucusforhillary,681,hillary,pos
3229,mocktrump,681,trump,
3236,unitewcruz,679,cruz,pos
3237,nh4bernie,679,bern,pos
3239,nvformarco,678,marco,pos
3241,trumptampa,677,trump,
3263,clintonmachine,673,clinton,
3273,bernie16,670,bern,
3275,cacruzcrew,670,cruz,pos
3284,mass4hillary,668,hillary,pos
3289,vote4cruz,668,cruz,pos
3295,trumptsunami,666,trump,
3300,tedcruzbooger,664,cruz,
3302,racistsfortrump,663,trump,pos
3303,hillarytapes,663,hillary,
3316,gotrumpgo,659,trump,
3329,texansfortrump,658,trump,pos
3332,southcarolinafortrump,657,trump,pos
3348,votethebern,653,bern,pos
3352,gettoknowbernie,652,bern,
3354,laborforbernie,651,bern,pos
3357,trumpvoters,651,trump,pos
3363,vets4cruz,650,cruz,pos
3372,cruzbots,649,cruz,
3375,nhforbernie,648,bern,pos
3378,chelseaclinton,648,clinton,
3385,outrubio,646,rubio,
3402,gwbush,642,bush,
3408,trumpsessions,639,trump,
3411,hillaryclinton2016,637,clinton,pos
3413,cruzcult,636,cruz,
3420,flformarco,634,marco,pos
3421,dirtycruz,634,cruz,
3437,hillarycheated,631,hillary,
3453,trump4change,627,trump,pos
3456,trumpwinning,627,trump,pos
3472,arrestbillclinton,622,clinton,
3473,iowaforbernie,622,bern,pos
3475,tx4trump,621,trump,pos
3478,noshowrubio,621,rubio,
3490,votetrumpks,619,trump,pos
3491,clintonhillaryrodham,618,clinton,
3493,voteforberniesanders,618,sanders,pos
3510,trumpsupertuesday,614,trump,
3511,howtrumphappened,614,trump,
3513,hillaryfornh,613,hillary,pos
3521,nobern,611,bern,
3524,berniesandersfavoritefilms,611,sanders,
3543,cruz_release_sealed_records,606,cruz,
3545,cantstumpthetrump,605,trump,
3548,bernie4thepeople,604,bern,pos
3550,trumpfive,604,trump,
3561,trumpnever,600,trump,neg
3563,rubio4sale,600,rubio,pos
3568,cruzlies4votes,599,cruz,pos
3576,writeinbernie,598,bern,
3585,michigan4bernie,596,bern,pos
3594,nhfortrump,595,trump,pos
3602,cowboysfortrump,593,trump,pos
3614,bernvictims,590,bern,
3617,hillaryforpresident,589,hillary,pos
3620,prosecutehillary,589,hillary,
3633,trumprevolution,587,trump,
3639,crubio2016,584,rubio,pos
3652,notrump2016,581,trump,neg
3673,sanderswarren2016,577,sanders,pos
3682,bernielostme,574,bern,
3690,clintoncorruption,573,clinton,
3699,hillarycare,572,hillary,
3710,farmerstrump,568,trump,
3718,neverbernie,567,bern,neg
3723,feelthbern,566,bern,
3726,crubio,566,rubio,
3746,votetrumphi,562,trump,pos
3757,trump2016poll,561,trump,pos
3770,vetsagainsttrump,559,trump,
3783,clintonnewsnetwork,556,clinton,
3793,ivotedtrump,554,trump,pos
3796,trumptexas,554,trump,
3798,hillarymen,554,hillary,
3813,vote4marcorubio,552,rubio,pos
3826,georgebush,549,bush,
3830,caucus4cruz,549,cruz,pos
3836,ivotedbernie,548,bern,pos
3843,demsfearmarco,547,marco,
3847,trumpers,547,trump,
3853,rubiorising,545,rubio,
3854,barbarabush,545,bush,
3859,votecarson,545,carson,pos
3862,whyfalwelljrlovestrump,544,trump,pos
3874,lgbtforhillary,541,hillary,pos
3885,maineforbernie,538,bern,pos
3889,cruzers,538,cruz,
3913,florida4trump,532,trump,pos
3917,sandersstroll,532,sanders,
3926,feethebern,530,bern,
3927,heidicruz,530,cruz,
3931,istandwithtrump,529,trump,pos
3937,trump4prez,528,trump,pos
3950,standwithbernie,526,bern,pos
3956,trumpvsromney,525,trump,
3958,votesfuelthebern,525,bern,pos
3971,trumptrain4vets,524,trump,pos
3972,itrusthillary,524,hillary,
3981,anyonebuthillary,522,hillary,
3999,voteformarcorubio,518,rubio,pos
4002,marcoroboto,516,marco,
4011,randpaul2016,515,randpaul,pos
4025,sandersdemocrats,514,sanders,
4050,trumpliesmatter,510,trump,
4061,votetrumpflorida,508,trump,pos
4069,kasichsurge,506,kasich,
4081,canadiancruz,504,cruz,
4083,bernieswithus,504,bern,
4088,deposinghillary,503,hillary,
4090,hillaryforohio,502,hillary,pos
4095,boycottberniesandersonfox,502,sanders,neg
4117,bernieiselectable,498,bern,
4128,juntosconhillary,497,hillary,
4139,tedcruzliar,494,cruz,
4149,bernielies,493,bern,
4156,timetogomarco,492,marco,
4168,justsaynotrump,490,trump,neg
4186,nextleveltrump,488,trump,
4188,iamdonaldtrump,488,trump,
4217,berndownforwhat,483,bern,pos
4218,bernieuf,483,bern,
4221,trumpdonaldj,483,trump,
4226,texans4trump,482,trump,pos
4229,hispanicsfortrump,482,trump,pos
4231,trumpisaloser,481,trump,neg
4248,trumpdeal2016,478,trump,pos
4254,donald_trump,478,trump,
4263,cruzin,477,cruz,
4266,hillaryforsc,477,hillary,pos
4295,berniesander,472,bern,
4299,hillarypartoftheproblem,471,hillary,
4316,funcruzfact,467,cruz,
4318,votetrumpohio,466,trump,pos
4331,fivebucksforbernie,464,bern,pos
4346,trumpisunstoppable,462,trump,neg
4354,anybodybuttrump,461,trump,
4357,trumpspudgyfingers,461,trump,
4377,trumpkin,458,trump,
4386,bencarson4prez,457,carson,pos
4389,trumpdebate,457,trump,
4400,sincewhenhillary,455,hillary,
4406,bernieiswinning,454,bern,pos
4407,hillarysocorrupt,454,hillary,
4408,jointhetrumptrain,454,trump,pos
4412,democrats4trump,454,trump,pos
4425,wallstreethillary,452,hillary,
4428,trumpmandate,452,trump,
4429,illinoisfortrump,452,trump,pos
4433,votetrumpid,451,trump,pos
4461,bernt,448,bern,
4462,durmpcruz,448,cruz,
4469,rudebernie,447,bern,
4470,hillaryclintonisacriminal,447,clinton,
4480,bernitdown,446,bern,
4484,voteberniesanders,445,sanders,pos
4488,rubiorepublican,444,rubio,
4491,trumphaters,443,trump,
4494,whyibern,442,bern,
4500,trumpwinsnh,442,trump,pos
4504,republicansforbernie,441,bern,pos
4509,trumptruth,441,trump,
4516,whitesagainsttrump,440,trump,
4518,vetsfortrump,439,trump,pos
4522,andrewdicetrump,438,trump,
4523,hookersforhillary,438,hillary,pos
4526,geauxhillary,438,hillary,
4532,byehillary,437,hillary,
4537,ebony4trump,436,trump,pos
4549,feelthebernbots,434,bern,
4553,donaldtrumptwitter,433,trump,
4555,berniesarmy,433,bern,
4558,spreadthebern,432,bern,
4561,donalddidatrump,432,trump,
4562,trumpertantrums,432,trump,
4567,onlybernie,431,bern,
4570,lyingtedcruz,431,cruz,
4576,votetrumpok,430,trump,pos
4581,bernieinportland,430,bern,
4588,bernieinkc,429,bern,
4595,hillaryforva,428,hillary,pos
4599,writeintrump,428,trump,
4601,trumpbot,427,trump,
4604,bernietuesday,427,bern,
4626,sandersforpresident,423,sanders,pos
4627,tedcruzgodiswatching,423,cruz,
4634,trumpery,422,trump,
4635,feelthebernyall,422,bern,
4646,blackwomenforbernie,420,bern,pos
4650,votetrumpla,420,trump,pos
4667,trumpvsclinton,419,trump,
4672,feelsthebern,418,bern,
4682,trumpster,417,trump,
4686,catholics4cruz,417,cruz,pos
4695,cruzvangelical,416,cruz,
4697,alwaysmarco,416,marco,
4702,millennialsfortrump,415,trump,pos
4716,bernieinchicago,415,bern,
4717,hillarybenghaziclinton,414,clinton,
4732,natives4bernie,413,bern,pos
4734,votetrumpar,412,trump,pos
4740,trumptv,411,trump,
4743,writeapoemabouttrump,411,trump,
4747,wontvotehillary,411,hillary,pos
4752,studentsforrubio,410,rubio,pos
4754,march4bernie,410,bern,pos
4756,trumpvsbernie,410,bern,
4757,kentuckyfortrump,410,trump,pos
4758,nokasich,410,kasich,
4775,caucus4bernie,408,bern,pos
4776,exposehillary,408,hillary,
4781,trumpcares,407,trump,
4791,teamsanders,407,sanders,pos
4794,christiansfortrump,407,trump,pos
4798,kansasforbernie,406,bern,pos
4800,trumpistrash,406,trump,
4801,floridaforbernie,406,bern,pos
4815,trumpit,405,trump,
4829,turnofftrump,403,trump,
4842,trumppolls,402,trump,
4845,hillaryalltheway,401,hillary,
4848,freechristie,401,christie,
4857,cruz_release_sealeddocuments,400,cruz,
4871,teamtrump16,399,trump,pos
4873,trumpsracist,398,trump,
4910,fellthebern,394,bern,
4934,berniescool,392,bern,
4954,hillary4who,390,hillary,pos
4960,beathillary,390,hillary,
4961,trumptower,390,trump,
4962,notrumpparty,390,trump,neg
4963,dropdeadjeb,390,jeb,neg
4964,iamtrump,390,trump,
4976,bernieinfl,388,bern,
4980,stumpfortrump,388,trump,pos
4988,forevertrump,388,trump,pos
4996,latinos4bernie,387,bern,pos
5004,hillaryforsouthcarolina,386,hillary,pos
5040,trumpchange,383,trump,
5072,talkbernietome,380,bern,
5086,trumpslide,378,trump,
5095,rafaelcruz,377,cruz,
5099,bernieisbetter,377,bern,
5102,nototrump,377,trump,neg
5104,tedcruz45,376,cruz,pos
5108,vetbernie,376,bern,
5111,nobern2016,376,bern,pos
5119,votetrumppa,375,trump,pos
5120,mi4trump,375,trump,pos
5134,dontvotetrump,374,trump,pos
5141,feeltebern,373,bern,
5148,votefordonaldtrump,373,trump,pos
5149,trumpisdisqualifiedparty,373,trump,
5150,wewantbernie,372,bern,
5196,votetrumpma,369,trump,pos
5197,berntout,369,bern,
5225,clintonworld,366,clinton,
5250,trumpunstoppable,364,trump,neg
5274,hillarywins,361,hillary,pos
5286,cruzliesforvotes,360,cruz,pos
5290,twinks4trump,360,trump,pos
5299,dumptrump2016,359,trump,neg
5300,smallbiz4trump,359,trump,pos
5311,faith4hillary,358,hillary,pos
5315,trumpfl,358,trump,
5318,louisianafortrump,357,trump,pos
5321,berniewillwin,357,bern,pos
5339,trumptrain2016,354,trump,pos
5341,bassheadsforbernie,354,bern,pos
5345,texasforbernie,354,bern,pos
5361,trumpfingers,352,trump,
5381,sentedcruz,351,cruz,
5382,bernieinsc,351,bern,
5396,bernieforprez,349,bern,pos
5398,wallsthillary,349,hillary,
5415,geauxtrump,348,trump,
5416,bestactresshillary,348,hillary,
5428,donaldtrumppolishworkers,347,trump,
5429,students4bernie,347,bern,pos
5435,campcruz,347,cruz,
5440,clintonkilledourjobs,346,clinton,
5444,dumphillary,346,hillary,neg
5455,settleforhillary,345,hillary,pos
5470,votehillary2016,344,hillary,pos
5483,rubioglitch,343,rubio,
5489,bernies,343,bern,
5497,cruzfreeordie,342,cruz,
5498,filibustertwitter4bernie,342,bern,pos
5506,trumpmeltingdown,342,trump,
5524,nothillary,340,hillary,neg
5538,corruptclintons,339,clinton,
5551,berner,338,bern,
5568,rinorubio,337,rubio,
5573,scteamtrump,337,trump,pos
5582,trumpnextpotus,336,trump,
5590,trumpclassic,336,trump,
5601,sensanders,335,sanders,
5602,wethepeoplesuperpac4trump,335,trump,pos
5603,pa4bernie,335,bern,pos
5604,berniesandersmovement,335,sanders,
5624,potustrump,334,trump,
5656,trumpnh,331,trump,
5667,marcoumentum,330,marco,
5670,alwaysbernie,330,bern,
5677,allin4jeb,329,jeb,pos
5678,____supportsdonaldtrump,329,trump,
5682,hillarybias,329,hillary,
5684,trumpcard,328,trump,
5694,whoistherealtedcruz,328,cruz,
5699,cruzstrikeforce,327,cruz,pos
5709,alwaysrubio,326,rubio,
5718,hillaryjail2016,325,hillary,pos
5723,tedcruzisthezodiackiller,325,cruz,
5725,2016_kasich,325,kasich,pos
5729,berniecourage,325,bern,
5745,trumpforprez,324,trump,pos
5759,trumpnwa,323,trump,
5768,hillarys,322,hillary,
5769,feltthebern,322,bern,
5774,tweetliketrump,322,trump,
5775,notrumpnovote,322,trump,neg
5777,berniesoprogressive,322,bern,
5791,trumpdoral,321,trump,
5792,jebcanfixit,320,jeb,
5803,neverevertrump,320,trump,neg
5804,thingstrumpsay,320,trump,
5837,trump2012,318,trump,
5852,aapiforhillary,317,hillary,pos
5853,march4bernie2,317,bern,pos
5856,trump45,316,trump,pos
5857,trumpokc,316,trump,
5859,cassetteboyvstrump,316,trump,
5862,jointeamtrump,316,trump,pos
5868,hillaryliedetector,315,hillary,
5875,roborubio,315,rubio,
5877,fight4hillary,315,hillary,pos
5879,cruzvangelicals,315,cruz,
5882,berninhell,314,bern,
5886,whatstrumphiding,314,trump,
5896,bernieinreno,314,bern,
5902,millenialsforcruz,313,cruz,pos
5903,trumpcoalition,313,trump,
5916,trumphands,312,trump,
5917,votecruz2016,312,cruz,pos
5918,rubio4president,312,rubio,pos
5920,youmightbehillary,312,hillary,
5923,trumpfail,312,trump,
5926,bringclintontoheel,312,clinton,
5934,goberniego,311,bern,
5946,trumpforceone,310,trump,pos
5954,cruzbot,309,cruz,
5956,trumppledge,308,trump,
5965,jebbush2016,308,bush,pos
5973,trumpnow,308,trump,
5975,crookedcruz,307,cruz,
5988,berniecanwin,307,bern,pos
5998,saynotohillary,306,hillary,neg
6010,aft4hillary,305,hillary,pos
6012,tedcruzaccomplishments,305,cruz,
6017,jewsfortrump,304,trump,pos
6018,liarcruz,304,cruz,
6025,labor4bernie,304,bern,pos
6026,movement4bernie,303,bern,pos
6036,dcfortrump,303,trump,pos
6044,nraforbernie,302,bern,pos
6045,trumpforamerica,302,trump,pos
6047,latinos4trump,302,trump,pos
6055,trumptheestablishment,302,trump,
6056,cruzwhatashame,302,cruz,
6062,trump4truth,301,trump,pos
6063,fuckhillary,301,hillary,
6083,hillaryforall,300,hillary,pos
6098,cruz16,299,cruz,
6102,whichtrump,299,trump,
6108,georgiafortrump,299,trump,pos
6118,votetrump16,298,trump,pos
6123,trumptraitors,298,trump,
6134,sixwordhillarystory,298,hillary,
6136,trumptoon,297,trump,
6155,votetrumpme,296,trump,pos
6157,queenhillary,296,hillary,
6168,istandwithhillary,295,hillary,pos
6176,kntrump,295,trump,
6188,bernieyall,294,bern,
6191,scforberniemomentum,294,bern,pos
6196,rubiorobot,294,rubio,
6209,donaldtrumpforvets,293,trump,pos
6217,trumponly,293,trump,
6218,bernierising,293,bern,
6221,berningbridges,292,bern,
6222,thankyoutrump,292,trump,
6225,anyonebuttrump2016,292,trump,pos
6235,sanbernardino,291,bern,
6245,faytrump,291,trump,
6248,christieendorsement,290,christie,
6257,cruzliesagain,290,cruz,
6258,gaforbernie,290,bern,pos
6271,bernieisbae,288,bern,
6277,votetrumptn,288,trump,pos
6281,teammarcofl,288,marco,pos
6303,trumptaxbombshell,287,trump,
6305,carson4prez,286,carson,pos
6307,trumpism,286,trump,
6312,blackberner,286,bern,
6316,emptysuittrump,286,trump,
6321,fuckdonaldtrump,285,trump,
6322,cruzisacheater,285,cruz,
6331,votemarco,285,marco,pos
6347,jebismoreofthesame,284,jeb,
6359,berniefact,283,bern,
6366,foreigntobernie,283,bern,pos
6369,maforbernie,283,bern,pos
6373,trumpfortexas,282,trump,pos
6391,unitebehindcruz,281,cruz,pos
6393,bernieorgreen2016,281,bern,pos
6396,citizensfortrump,281,trump,pos
6398,trumptheconman,281,trump,
6402,cruzyoulose,281,cruz,
6407,marconoshow,280,marco,
6408,trumpsamerica,280,trump,
6409,hillarypotus45th,280,hillary,pos
6426,tedcruzlip,279,cruz,
6440,heisenbern,278,bern,
6443,carsonstrong,278,carson,
6460,feelthebernout,277,bern,
6461,allinforjebsc,276,jeb,pos
6490,jebcantfixit,275,jeb,
6503,trumpnosis,275,trump,
6511,network4hillary,274,hillary,pos
6539,hillarysobernie,273,bern,
6546,dumpdctedcruz,273,cruz,neg
6547,showhillary,273,hillary,
6553,hillaryforia,272,hillary,pos
6555,nomorebush,272,bush,
6556,trumpvaldosta,272,trump,
6558,trumpocalypse,272,trump,
6562,clintonlies,272,clinton,
6565,cruzdisavowbeck,272,cruz,
6580,cruzwins,271,cruz,pos
6587,bernieanthem,270,bern,
6600,judascruz,270,cruz,
6602,trumpslams,270,trump,
6607,bernitup,269,bern,
6612,youmightbeahillarysupporter,269,hillary,
6617,berniecrats,269,bern,
6623,bernielove,269,bern,pos
6627,noshowmarco,268,marco,
6628,notreadyforhillary,268,hillary,neg
6629,berniesupporters,268,bern,
6631,crashandbern,268,bern,
6641,cruz23,268,cruz,
6651,trumpies,267,trump,
6652,bernie4president,267,bern,pos
6657,trumpmagazine,267,trump,
6658,trumpsupporter,267,trump,
6659,marcorubioforpresident,267,rubio,pos
6661,littlelazyrubio,267,rubio,
6668,nv4bernie,267,bern,pos
6670,jebra,267,jeb,
6680,veteransforbernie,266,bern,pos
6686,trumpets,266,trump,
6689,respectcarson,266,carson,
6694,studentsforbernie,265,bern,pos
6695,gohillary2016,265,hillary,pos
6714,uniteagainsthillary,264,hillary,pos
6716,stump4trump,264,trump,pos
6727,cruzlose,263,cruz,
6744,sandersturner2016,263,sanders,pos
6755,clintonoutofhaiti,262,clinton,
6758,hillarylive,262,hillary,
6761,agathachristie,262,christie,
6764,amnestymarco,261,marco,
6766,clintonfraud,261,clinton,neg
6767,feministforbernie,261,bern,pos
6778,tedcruzad,261,cruz,
6784,bernieorhillary,260,bern,
6785,cruzbooger,260,cruz,
6786,hillarychallenge,260,hillary,
6796,neverclinton,260,clinton,neg
6800,ut4bernie,259,bern,pos
6801,trumpexecutesinnocentblacks,259,trump,
6807,trumpisafraud,259,trump,neg
6818,hillarygoestoprison,259,hillary,neg
6827,debatewthbernie,258,bern,
6833,millenialsforbernie,257,bern,pos
6841,marco2016,257,marco,pos
6861,tedcruz4president,255,cruz,pos
6869,feelthebern2016,255,bern,pos
6876,hillarygate,255,hillary,neg
6888,virginiafortrump,254,trump,pos
6894,trumplv,254,trump,
6927,trumphatetimeline,252,trump,
6928,berniesandwich,252,bern,
6933,trumpornobody2016,252,trump,pos
6938,trumptards,252,trump,
6943,trumpwantstobanghisdaughter,251,trump,
6944,voteforcruz,251,cruz,pos
6956,trumpguaranteed,251,trump,
6965,teammarcoal,251,marco,pos
6970,cruzcrewisrael,250,cruz,pos
6977,california4trump,250,trump,pos
6986,unite4bernie,249,bern,pos
6996,bernieinhrva,248,bern,
6997,nevadaforbernie,248,bern,pos
7009,sandersdemocrat,248,sanders,
7013,drbencarson,247,carson,
7018,trumpenstein,247,trump,
7031,hillary4potus,247,hillary,pos
7035,fleethebern,246,bern,
7036,mrtrump,246,trump,
7040,stoptrump2016,246,trump,neg
7043,texansforrubio,246,rubio,pos
7091,scfortrump,244,trump,pos
7107,thankstrump,243,trump,
7117,berning,242,bern,
7120,bernie4prez,242,bern,pos
7121,donaltrump,242,trump,
7134,kasichgroundgame,242,kasich,
7148,ncfortrump,241,trump,pos
7150,littlemarcorubio,241,rubio,
7167,bernieforpres,240,bern,pos
7194,isrubiogay,239,rubio,
7208,berniesyearning,239,bern,
7214,whyivotetrump,238,trump,pos
7222,trumpstricks,238,trump,
7244,ranchersfortrump,237,trump,pos
7257,trumpbr,237,trump,
7259,votetrumpsec,237,trump,pos
7263,ifsnoopdebatedtrump,236,trump,
7270,donotvotefortrump,236,trump,neg
7273,tedcruzcampaignslogans,236,cruz,
7283,stopcruz,236,cruz,neg
7286,lgbt4bernie,235,bern,pos
7287,peaktrump,235,trump,
7291,bernie_sanders,235,sanders,
7293,nottrump2016,235,trump,neg
7301,millenials4bernie,235,bern,pos
7324,maketrumpdebateagain,234,trump,
7329,bernouts,234,bern,
7340,caucus4hillary,233,hillary,pos
7344,votetrumptexas,233,trump,pos
7347,mn4bernie,233,bern,pos
7350,votebencarson,233,carson,pos
7353,trumpwalknevergop,233,trump,neg
7356,feelthebernie,232,bern,
